id,merchant_id,merchant_name,merchant_ciiu,amount_in_cents,created_date,payment_method_type,status
1001907,1012,Comercio_1012,G4751,167345,2025-03-29 19:34:21,BANCOLOMBIA,APPROVED
1001908,1049,Comercio_1049,G4761,30658,2025-05-19 19:36:55,BANCOLOMBIA,APPROVED
1001909,1022,Comercio_1022,R9311,60322,2025-06-20 06:11:46,PSE,APPROVED
1001910,1022,Comercio_1022,R9311,51152,2025-05-29 10:36:28,CARD,APPROVED
1001911,1046,Comercio_1046,G4761,24341,2025-06-17 11:27:43,CARD,APPROVED
1001912,1041,Comercio_1041,G4741,91309,2025-07-01 20:46:11,CASH,APPROVED
1001913,1009,Comercio_1009,I5610,29522,2025-06-03 11:30:36,BANCOLOMBIA,APPROVED
1001914,1015,Comercio_1015,G4773,33853,2025-03-06 11:16:04,BANCOLOMBIA,APPROVED
1001915,1006,Comercio_1006,I5610,33683,2025-06-20 02:33:57,NEQUI,DECLINED
1001916,1009,Comercio_1009,I5610,45231,2025-05-11 01:36:00,NEQUI,APPROVED
1001917,1016,Comercio_1016,G4773,40713,2025-05-05 13:53:57,BANCOLOMBIA,APPROVED
1001918,1012,Comercio_1012,G4751,205367,2025-08-11 16:46:59,CASH,APPROVED
1001919,1011,Comercio_1011,G4751,193859,2025-05-17 03:32:09,BANCOLOMBIA,APPROVED
1001920,1038,Comercio_1038,H4922,41400,2025-07-25 06:35:40,BANCOLOMBIA,APPROVED
1001921,1009,Comercio_1009,I5610,27851,2025-03-19 09:06:34,PSE,APPROVED
1001922,1048,Comercio_1048,G4761,48016,2025-05-18 06:14:32,PSE,DECLINED
1001923,1048,Comercio_1048,G4761,27856,2025-03-08 21:42:07,PSE,APPROVED
1001924,1041,Comercio_1041,G4741,215828,2025-02-22 02:44:43,NEQUI,APPROVED
1001925,1004,Comercio_1004,G4711,23756,2025-04-25 17:32:14,,APPROVED
1001926,1011,Comercio_1011,G4751,526139,2025-03-08 10:48:06,CASH,APPROVED
1001927,1049,Comercio_1049,G4761,26468,2025-06-15 05:25:52,BANCOLOMBIA,APPROVED
1001928,1040,Comercio_1040,G4741,100484,2025-06-26 02:42:37,PSE,APPROVED
1001929,1031,Comercio_1031,G4791,86886,2025-04-05 15:17:31,CARD,APPROVED
1001930,1029,Comercio_1029,S9602,60719,2025-06-13 03:13:38,CASH,APPROVED
1001931,1048,Comercio_1048,G4761,24205,2025-05-13 07:01:41,PSE,APPROVED
1001932,1036,Comercio_1036,H4922,19028,2025-06-14 03:46:23,CARD,APPROVED
1001933,1048,Comercio_1048,G4761,30813,2025-07-06 18:16:12,CASH,APPROVED
1001934,1037,Comercio_1037,H4922,17838,2025-07-22 21:53:36,PSE,APPROVED
1001935,1028,Comercio_1028,S9602,27986,2025-06-25 09:14:08,PSE,APPROVED
1001936,1043,Comercio_1043,G4741,56098,2025-03-31 02:58:22,CASH,APPROVED
1001937,1036,Comercio_1036,H4922,24884,2025-06-02 03:19:54,PSE,APPROVED
1001938,1041,Comercio_1041,G4741,69320,2025-05-11 07:41:18,BANCOLOMBIA,APPROVED
1001939,1040,Comercio_1040,G4741,106384,2025-07-05 22:56:29,NEQUI,APPROVED
1001940,1039,Comercio_1039,H4922,19470,2025-06-06 07:20:51,CASH,APPROVED
1001941,1020,Comercio_1020,R9311,80299,2025-03-29 19:46:14,CASH,APPROVED
1001942,1040,Comercio_1040,G4741,147491,2025-05-19 17:19:57,BANCOLOMBIA,REFUNDED
1001943,1020,Comercio_1020,R9311,97500,2025-03-30 17:41:56,NEQUI,APPROVED
1001944,1009,Comercio_1009,I5610,37491,2025-02-26 13:34:40,CARD,APPROVED
1001945,1028,Comercio_1028,S9602,22711,2025-05-13 13:04:06,NEQUI,APPROVED
1001946,1004,Comercio_1004,G4711,17021,2025-02-18 13:59:02,BANCOLOMBIA,APPROVED
1001947,1030,Comercio_1030,G4791,119648,2025-04-13 06:50:32,CARD,APPROVED
1001948,1028,Comercio_1028,S9602,41537,2025-03-17 09:20:06,CASH,APPROVED
1001949,1040,Comercio_1040,G4741,76477,2025-04-13 01:37:10,,APPROVED
1001950,1019,Comercio_1019,G4773,26299,2025-05-18 07:29:33,CASH,APPROVED
1001951,1017,Comercio_1017,G4773,101466,2025-03-24 11:46:10,NEQUI,DECLINED
1001952,1037,Comercio_1037,H4922,32090,2025-06-12 00:42:53,CASH,APPROVED
1001953,1003,Comercio_1003,G4711,40101,2025-04-11 22:23:52,CASH,APPROVED
1001954,1022,Comercio_1022,R9311,35643,2025-05-25 16:59:31,CARD,APPROVED
1001955,1032,Comercio_1032,G4791,134886,2025-03-21 03:16:20,PSE,APPROVED
1001956,1004,Comercio_1004,G4711,30694,2025-04-04 03:07:36,PSE,APPROVED
1001957,1019,Comercio_1019,G4773,70717,2025-06-21 16:17:08,CASH,APPROVED
1001958,1029,Comercio_1029,S9602,31462,2025-08-06 17:02:08,CASH,APPROVED
1001959,1028,Comercio_1028,S9602,34244,2025-05-10 19:21:51,PSE,APPROVED
1001960,1002,Comercio_1002,G4711,15642,2025-04-03 01:20:51,CARD,APPROVED
1001961,1003,Comercio_1003,G4711,48934,2025-07-03 00:50:30,CARD,APPROVED
1001962,1023,Comercio_1023,R9311,71120,2025-06-18 16:42:21,PSE,APPROVED
1001963,1018,Comercio_1018,G4773,16788,2025-03-23 12:11:46,CASH,APPROVED
1001964,1004,Comercio_1004,G4711,86573,2025-03-29 06:57:53,PSE,APPROVED
1001965,1041,Comercio_1041,G4741,176804,2025-02-26 13:26:20,CASH,APPROVED
1001966,1005,Comercio_1005,I5610,42187,2025-04-08 10:15:26,BANCOLOMBIA,APPROVED
1001967,1039,Comercio_1039,H4922,43802,2025-06-02 05:41:13,NEQUI,APPROVED
1001968,1038,Comercio_1038,H4922,10670,2025-07-30 12:07:28,BANCOLOMBIA,APPROVED
1001969,1032,Comercio_1032,G4791,139795,2025-04-14 17:23:19,PSE,APPROVED
1001970,1024,Comercio_1024,R9311,66845,2025-06-04 15:44:17,,APPROVED
1001971,1029,Comercio_1029,S9602,72352,2025-03-06 19:38:13,PSE,APPROVED
1001972,1037,Comercio_1037,H4922,36127,2025-02-16 08:12:42,PSE,APPROVED
1001973,1035,Comercio_1035,H4922,51912,2025-03-29 13:32:22,BANCOLOMBIA,APPROVED
1001974,1047,Comercio_1047,G4761,43466,2025-03-22 16:05:58,CASH,APPROVED
1001975,1002,Comercio_1002,G4711,41080,2025-03-10 04:40:45,,APPROVED
1001976,1028,Comercio_1028,S9602,80726,2025-03-30 08:00:34,NEQUI,APPROVED
1001977,1036,Comercio_1036,H4922,68612,2025-03-14 04:28:57,CASH,APPROVED
1001978,1041,Comercio_1041,G4741,122427,2025-08-13 19:12:41,PSE,REFUNDED
1001979,1012,Comercio_1012,G4751,283596,2025-07-10 04:48:53,CASH,DECLINED
1001980,1020,Comercio_1020,R9311,39040,2025-03-27 14:15:40,CASH,APPROVED
1001981,1038,Comercio_1038,H4922,30037,2025-05-24 17:32:06,BANCOLOMBIA,APPROVED
1001982,1030,Comercio_1030,G4791,74814,2025-04-05 10:38:29,CARD,APPROVED
1001983,1032,Comercio_1032,G4791,83657,2025-05-26 13:08:25,PSE,APPROVED
1001984,1009,Comercio_1009,I5610,57740,2025-03-17 08:25:58,BANCOLOMBIA,APPROVED
1001985,1003,Comercio_1003,G4711,22672,2025-04-07 01:31:43,CASH,REFUNDED
1001986,1028,Comercio_1028,S9602,75182,2025-05-18 07:57:47,CARD,APPROVED
1001987,1006,Comercio_1006,I5610,51231,2025-04-23 20:49:09,NEQUI,APPROVED
1001988,1021,Comercio_1021,R9311,24799,2025-04-08 23:28:30,CARD,APPROVED
1001989,1045,Comercio_1045,G4761,27637,2025-06-05 10:48:02,BANCOLOMBIA,DECLINED
1001990,1005,Comercio_1005,I5610,42797,2025-03-27 04:45:12,,APPROVED
1001991,1032,Comercio_1032,G4791,319352,2025-07-16 12:13:24,CARD,APPROVED
1001992,1041,Comercio_1041,G4741,177605,2025-03-18 09:40:35,,APPROVED
1001993,1011,Comercio_1011,G4751,215218,2025-03-01 13:15:30,CASH,REFUNDED
1001994,1002,Comercio_1002,G4711,33805,2025-04-30 10:45:56,BANCOLOMBIA,APPROVED
1001995,1015,Comercio_1015,G4773,71296,2025-07-12 03:33:33,,APPROVED
1001996,1045,Comercio_1045,G4761,33249,2025-04-30 04:50:11,PSE,APPROVED
1001997,1028,Comercio_1028,S9602,81305,2025-02-19 01:41:26,CARD,DECLINED
1001998,1028,Comercio_1028,S9602,50195,2025-05-26 00:15:17,CASH,APPROVED
1001999,1033,Comercio_1033,G4791,180700,2025-03-28 15:45:01,NEQUI,DECLINED
1002000,1033,Comercio_1033,G4791,107590,2025-05-27 09:15:59,NEQUI,APPROVED
1002001,1039,Comercio_1039,H4922,36119,2025-03-26 09:07:19,CARD,APPROVED
1002002,1010,Comercio_1010,G4751,146040,2025-05-07 02:19:55,PSE,APPROVED
1002003,1023,Comercio_1023,R9311,76023,2025-04-18 19:34:59,BANCOLOMBIA,APPROVED
1002004,1023,Comercio_1023,R9311,86038,2025-03-17 21:58:24,CASH,APPROVED
1002005,1018,Comercio_1018,G4773,74319,2025-02-19 11:00:29,NEQUI,APPROVED
1002006,1024,Comercio_1024,R9311,108848,2025-07-31 18:00:42,,APPROVED
1002007,1026,Comercio_1026,S9602,23248,2025-06-20 07:21:37,,APPROVED
1002008,1049,Comercio_1049,G4761,77614,2025-06-07 01:45:36,BANCOLOMBIA,APPROVED
1002009,1021,Comercio_1021,R9311,36033,2025-05-30 22:44:44,CARD,APPROVED
1002010,1043,Comercio_1043,G4741,47685,2025-02-22 12:50:30,CASH,APPROVED
1002011,1038,Comercio_1038,H4922,41141,2025-03-19 09:46:01,BANCOLOMBIA,DECLINED
1002012,1003,Comercio_1003,G4711,24662,2025-04-09 22:28:28,CASH,APPROVED
1002013,1040,Comercio_1040,G4741,112060,2025-08-09 02:26:55,,APPROVED
1002014,1041,Comercio_1041,G4741,91829,2025-05-16 00:09:23,NEQUI,APPROVED
1002015,1021,Comercio_1021,R9311,37576,2025-06-23 09:24:48,CARD,APPROVED
1002016,1004,Comercio_1004,G4711,48107,2025-06-06 20:47:45,NEQUI,APPROVED
1002017,1021,Comercio_1021,R9311,52567,2025-04-14 00:29:13,BANCOLOMBIA,APPROVED
1002018,1006,Comercio_1006,I5610,32697,2025-07-15 06:57:35,NEQUI,APPROVED
1002019,1035,Comercio_1035,H4922,115260,2025-02-24 01:43:43,BANCOLOMBIA,APPROVED
1002020,1043,Comercio_1043,G4741,31947,2025-06-13 12:25:56,NEQUI,APPROVED
1002021,1024,Comercio_1024,R9311,94987,2025-04-19 18:51:27,NEQUI,APPROVED
1002022,1018,Comercio_1018,G4773,55659,2025-02-15 16:05:39,PSE,APPROVED
1002023,1016,Comercio_1016,G4773,49473,2025-08-10 01:47:26,CARD,APPROVED
1002024,1046,Comercio_1046,G4761,70477,2025-08-12 09:59:02,PSE,APPROVED
1002025,1042,Comercio_1042,G4741,32761,2025-04-11 10:42:55,NEQUI,APPROVED
1002026,1038,Comercio_1038,H4922,34147,2025-06-27 00:40:48,BANCOLOMBIA,APPROVED
1002027,1009,Comercio_1009,I5610,53060,2025-06-10 09:15:39,NEQUI,APPROVED
1002028,1021,Comercio_1021,R9311,37329,2025-06-23 22:59:28,CARD,APPROVED
1002029,1005,Comercio_1005,I5610,48364,2025-07-25 10:19:09,CASH,APPROVED
1002030,1037,Comercio_1037,H4922,15016,2025-02-23 17:29:47,CASH,APPROVED
1002031,1042,Comercio_1042,G4741,72202,2025-05-06 06:24:46,CARD,APPROVED
1002032,1009,Comercio_1009,I5610,24452,2025-06-13 10:05:32,NEQUI,APPROVED
1002033,1022,Comercio_1022,R9311,112924,2025-03-09 09:35:06,CARD,APPROVED
1002034,1019,Comercio_1019,G4773,45393,2025-07-20 21:51:22,CASH,APPROVED
1002035,1041,Comercio_1041,G4741,153539,2025-06-29 01:58:14,BANCOLOMBIA,APPROVED
1002036,1044,Comercio_1044,G4741,48326,2025-06-04 12:21:37,CARD,APPROVED
1002037,1042,Comercio_1042,G4741,135817,2025-03-06 17:19:53,CARD,DECLINED
1002038,1025,Comercio_1025,S9602,65417,2025-08-09 08:38:02,BANCOLOMBIA,APPROVED
1002039,1008,Comercio_1008,I5610,57299,2025-08-12 17:29:10,CARD,APPROVED
1002040,1038,Comercio_1038,H4922,22760,2025-04-02 07:33:21,BANCOLOMBIA,APPROVED
1002041,1045,Comercio_1045,G4761,67800,2025-06-10 09:03:46,BANCOLOMBIA,APPROVED
1002042,1005,Comercio_1005,I5610,37121,2025-02-18 13:11:09,CASH,REFUNDED
1002043,1019,Comercio_1019,G4773,29162,2025-07-26 22:16:06,CASH,APPROVED
1002044,1035,Comercio_1035,H4922,15663,2025-05-07 05:08:02,BANCOLOMBIA,DECLINED
1002045,1024,Comercio_1024,R9311,83799,2025-05-29 21:36:03,BANCOLOMBIA,APPROVED
1002046,1041,Comercio_1041,G4741,55668,2025-05-06 18:31:12,CASH,APPROVED
1002047,1021,Comercio_1021,R9311,39957,2025-05-15 05:20:08,CARD,APPROVED
1002048,1008,Comercio_1008,I5610,30269,2025-03-05 10:14:23,CARD,APPROVED
1002049,1042,Comercio_1042,G4741,60537,2025-07-08 20:49:26,CARD,APPROVED
1002050,1044,Comercio_1044,G4741,117599,2025-05-05 14:39:35,CARD,APPROVED
1002051,1047,Comercio_1047,G4761,49474,2025-08-09 11:56:33,NEQUI,APPROVED
1002052,1043,Comercio_1043,G4741,27360,2025-07-09 01:04:23,,APPROVED
1002053,1033,Comercio_1033,G4791,126633,2025-06-01 22:14:35,NEQUI,APPROVED
1002054,1005,Comercio_1005,I5610,28277,2025-06-07 20:18:11,BANCOLOMBIA,APPROVED
1002055,1041,Comercio_1041,G4741,67152,2025-04-05 06:05:32,NEQUI,APPROVED
1002056,1042,Comercio_1042,G4741,97475,2025-03-11 23:13:00,CARD,APPROVED
1002057,1027,Comercio_1027,S9602,31783,2025-07-20 03:02:37,BANCOLOMBIA,APPROVED
1002058,1032,Comercio_1032,G4791,108454,2025-06-12 13:14:04,PSE,APPROVED
1002059,1023,Comercio_1023,R9311,121474,2025-03-03 15:47:59,CASH,APPROVED
1002060,1001,Comercio_1001,G4711,36792,2025-05-12 06:35:46,CARD,APPROVED
1002061,1023,Comercio_1023,R9311,63994,2025-05-31 16:09:54,CASH,APPROVED
1002062,1019,Comercio_1019,G4773,65747,2025-07-22 15:31:40,CASH,APPROVED
1002063,1011,Comercio_1011,G4751,272183,2025-08-12 05:04:53,CARD,APPROVED
1002064,1013,Comercio_1013,G4751,114818,2025-06-12 03:27:05,,APPROVED
1002065,1021,Comercio_1021,R9311,28367,2025-04-02 03:39:21,CARD,APPROVED
1002066,1049,Comercio_1049,G4761,22138,2025-02-23 22:52:17,BANCOLOMBIA,APPROVED
1002067,1031,Comercio_1031,G4791,62235,2025-05-11 07:22:38,NEQUI,APPROVED
1002068,1012,Comercio_1012,G4751,253319,2025-08-06 03:23:18,PSE,REFUNDED
1002069,1014,Comercio_1014,G4751,154024,2025-08-11 06:25:43,NEQUI,APPROVED
1002070,1008,Comercio_1008,I5610,262837,2025-07-01 03:56:44,CARD,APPROVED
1002071,1009,Comercio_1009,I5610,104024,2025-07-01 23:31:10,CARD,APPROVED
1002072,1004,Comercio_1004,G4711,23261,2025-08-06 08:47:57,BANCOLOMBIA,DECLINED
1002073,1018,Comercio_1018,G4773,36353,2025-07-05 23:16:14,CASH,APPROVED
1002074,1006,Comercio_1006,I5610,36058,2025-03-07 05:04:35,NEQUI,APPROVED
1002075,1032,Comercio_1032,G4791,73047,2025-06-28 04:13:53,BANCOLOMBIA,APPROVED
1002076,1049,Comercio_1049,G4761,42972,2025-04-15 18:40:37,BANCOLOMBIA,APPROVED
1002077,1034,Comercio_1034,G4791,209212,2025-08-11 23:17:03,CARD,APPROVED
1002078,1047,Comercio_1047,G4761,117445,2025-05-31 00:41:31,,APPROVED
1002079,1033,Comercio_1033,G4791,115526,2025-06-28 04:23:36,CASH,APPROVED
1002080,1002,Comercio_1002,G4711,15853,2025-05-25 17:21:51,PSE,APPROVED
1002081,1042,Comercio_1042,G4741,61244,2025-04-20 17:16:14,CARD,APPROVED
1002082,1021,Comercio_1021,R9311,30039,2025-06-08 19:13:53,CARD,APPROVED
1002083,1049,Comercio_1049,G4761,25178,2025-04-24 08:26:16,CASH,APPROVED
1002084,1039,Comercio_1039,H4922,35855,2025-05-02 13:47:41,CASH,APPROVED
1002085,1008,Comercio_1008,I5610,68711,2025-03-11 03:10:09,BANCOLOMBIA,APPROVED
1002086,1038,Comercio_1038,H4922,20387,2025-04-27 06:58:28,BANCOLOMBIA,DECLINED
1002087,1024,Comercio_1024,R9311,48264,2025-05-15 01:25:06,PSE,APPROVED
1002088,1009,Comercio_1009,I5610,42419,2025-03-02 13:36:42,NEQUI,APPROVED
1002089,1010,Comercio_1010,G4751,144086,2025-05-21 23:50:28,BANCOLOMBIA,APPROVED
1002090,1011,Comercio_1011,G4751,483230,2025-03-13 08:24:14,CASH,APPROVED
1002091,1044,Comercio_1044,G4741,63056,2025-05-31 02:54:48,CARD,APPROVED
1002092,1049,Comercio_1049,G4761,31323,2025-07-02 20:25:54,BANCOLOMBIA,APPROVED
1002093,1039,Comercio_1039,H4922,28723,2025-04-06 09:46:49,NEQUI,APPROVED
1002094,1010,Comercio_1010,G4751,175779,2025-07-04 14:36:23,NEQUI,APPROVED
1002095,1046,Comercio_1046,G4761,40565,2025-07-22 11:57:01,NEQUI,APPROVED
1002096,1028,Comercio_1028,S9602,113186,2025-04-17 03:26:01,NEQUI,APPROVED
1002097,1002,Comercio_1002,G4711,54394,2025-04-23 19:41:34,BANCOLOMBIA,APPROVED
1002098,1026,Comercio_1026,S9602,32811,2025-02-27 11:52:45,,APPROVED
1002099,1023,Comercio_1023,R9311,96075,2025-05-11 18:23:46,NEQUI,APPROVED
1002100,1043,Comercio_1043,G4741,78734,2025-07-29 09:05:36,BANCOLOMBIA,APPROVED
1002101,1046,Comercio_1046,G4761,52562,2025-04-09 05:16:39,CARD,REFUNDED
1002102,1015,Comercio_1015,G4773,53534,2025-08-01 02:17:12,NEQUI,APPROVED
1002103,1028,Comercio_1028,S9602,45390,2025-04-30 18:39:09,PSE,APPROVED
1002104,1039,Comercio_1039,H4922,26902,2025-06-11 00:41:42,CARD,APPROVED
1002105,1018,Comercio_1018,G4773,89738,2025-05-02 21:37:13,PSE,DECLINED
1002106,1048,Comercio_1048,G4761,24379,2025-08-05 07:54:58,NEQUI,APPROVED
1002107,1047,Comercio_1047,G4761,50215,2025-06-02 07:00:53,NEQUI,APPROVED
1002108,1028,Comercio_1028,S9602,22706,2025-03-13 03:51:32,PSE,APPROVED
1002109,1014,Comercio_1014,G4751,381718,2025-05-19 18:43:17,NEQUI,APPROVED
1002110,1034,Comercio_1034,G4791,121455,2025-06-17 17:19:47,BANCOLOMBIA,APPROVED
1002111,1015,Comercio_1015,G4773,82936,2025-03-23 07:45:38,BANCOLOMBIA,APPROVED
1002112,1019,Comercio_1019,G4773,38610,2025-03-26 10:35:02,CASH,APPROVED
1002113,1030,Comercio_1030,G4791,148744,2025-02-24 23:28:38,PSE,APPROVED
1002114,1012,Comercio_1012,G4751,165573,2025-07-05 05:43:41,PSE,APPROVED
1002115,1023,Comercio_1023,R9311,46748,2025-03-25 07:09:23,NEQUI,DECLINED
1002116,1043,Comercio_1043,G4741,152524,2025-05-27 03:18:44,,DECLINED
1002117,1036,Comercio_1036,H4922,16269,2025-06-06 01:35:02,NEQUI,APPROVED
1002118,1028,Comercio_1028,S9602,73191,2025-04-30 02:18:12,CASH,APPROVED
1002119,1029,Comercio_1029,S9602,32814,2025-05-19 00:20:08,CARD,APPROVED
1002120,1049,Comercio_1049,G4761,26069,2025-06-17 17:26:53,BANCOLOMBIA,APPROVED
1002121,1018,Comercio_1018,G4773,73397,2025-04-26 15:32:57,CASH,APPROVED
1002122,1049,Comercio_1049,G4761,61226,2025-06-26 06:47:38,BANCOLOMBIA,APPROVED
1002123,1024,Comercio_1024,R9311,54403,2025-07-26 14:38:50,NEQUI,APPROVED
1002124,1032,Comercio_1032,G4791,77793,2025-04-04 04:14:33,PSE,APPROVED
1002125,1033,Comercio_1033,G4791,80047,2025-04-09 21:16:25,NEQUI,APPROVED
1002126,1026,Comercio_1026,S9602,121034,2025-05-10 08:06:52,CASH,DECLINED
1002127,1010,Comercio_1010,G4751,336373,2025-08-10 21:46:59,NEQUI,APPROVED
1002128,1012,Comercio_1012,G4751,189028,2025-04-25 06:18:46,CASH,APPROVED
1002129,1038,Comercio_1038,H4922,16688,2025-03-10 20:56:52,BANCOLOMBIA,DECLINED
1002130,1008,Comercio_1008,I5610,71402,2025-06-11 06:40:28,BANCOLOMBIA,REFUNDED
1002131,1016,Comercio_1016,G4773,49039,2025-02-19 09:47:47,BANCOLOMBIA,APPROVED
1002132,1003,Comercio_1003,G4711,22793,2025-04-20 07:34:29,CASH,APPROVED
1002133,1041,Comercio_1041,G4741,58137,2025-04-03 22:01:26,CASH,APPROVED
1002134,1030,Comercio_1030,G4791,205398,2025-03-03 12:47:00,,APPROVED
1002135,1023,Comercio_1023,R9311,76655,2025-02-28 07:22:33,BANCOLOMBIA,APPROVED
1002136,1035,Comercio_1035,H4922,11592,2025-03-10 05:59:21,BANCOLOMBIA,APPROVED
1002137,1006,Comercio_1006,I5610,41583,2025-05-11 15:39:09,CARD,DECLINED
1002138,1045,Comercio_1045,G4761,23252,2025-04-04 16:43:52,BANCOLOMBIA,APPROVED
1002139,1033,Comercio_1033,G4791,144275,2025-02-26 12:29:14,NEQUI,APPROVED
1002140,1007,Comercio_1007,I5610,38341,2025-02-16 01:16:19,BANCOLOMBIA,APPROVED
1002141,1018,Comercio_1018,G4773,36461,2025-06-05 20:50:54,CASH,DECLINED
1002142,1005,Comercio_1005,I5610,58602,2025-05-21 11:19:33,BANCOLOMBIA,APPROVED
1002143,1048,Comercio_1048,G4761,26467,2025-06-10 08:56:15,CASH,APPROVED
1002144,1010,Comercio_1010,G4751,182440,2025-06-18 08:33:42,NEQUI,APPROVED
1002145,1017,Comercio_1017,G4773,40041,2025-04-13 13:15:03,BANCOLOMBIA,APPROVED
1002146,1028,Comercio_1028,S9602,54869,2025-07-10 18:12:10,CARD,APPROVED
1002147,1032,Comercio_1032,G4791,311907,2025-04-22 21:29:56,,APPROVED
1002148,1009,Comercio_1009,I5610,34971,2025-06-08 20:42:27,BANCOLOMBIA,DECLINED
1002149,1027,Comercio_1027,S9602,99183,2025-02-25 06:00:13,NEQUI,APPROVED
1002150,1005,Comercio_1005,I5610,60101,2025-03-10 02:13:08,CARD,APPROVED
1002151,1014,Comercio_1014,G4751,264872,2025-07-01 15:55:26,NEQUI,DECLINED
1002152,1028,Comercio_1028,S9602,93834,2025-02-19 16:00:04,PSE,APPROVED
1002153,1022,Comercio_1022,R9311,33858,2025-04-02 20:22:35,CARD,APPROVED
1002154,1001,Comercio_1001,G4711,28550,2025-07-29 06:21:23,CARD,APPROVED
1002155,1026,Comercio_1026,S9602,18415,2025-05-16 04:07:49,CARD,APPROVED
1002156,1003,Comercio_1003,G4711,43332,2025-04-12 06:28:47,CASH,APPROVED
1002157,1025,Comercio_1025,S9602,24377,2025-04-19 20:22:54,BANCOLOMBIA,DECLINED
1002158,1032,Comercio_1032,G4791,22341,2025-04-01 02:11:56,CARD,APPROVED
1002159,1023,Comercio_1023,R9311,88137,2025-07-17 20:02:12,CASH,APPROVED
1002160,1015,Comercio_1015,G4773,60821,2025-03-17 19:36:19,CARD,APPROVED
1002161,1024,Comercio_1024,R9311,40318,2025-05-21 07:35:18,,DECLINED
1002162,1005,Comercio_1005,I5610,25458,2025-04-21 06:04:53,CASH,APPROVED
1002163,1023,Comercio_1023,R9311,53995,2025-05-07 19:02:18,,APPROVED
1002164,1014,Comercio_1014,G4751,289073,2025-03-05 04:56:19,BANCOLOMBIA,APPROVED
1002165,1001,Comercio_1001,G4711,18210,2025-03-23 18:44:30,NEQUI,APPROVED
1002166,1020,Comercio_1020,R9311,108433,2025-08-10 14:24:12,,APPROVED
1002167,1006,Comercio_1006,I5610,112144,2025-06-09 00:26:15,CASH,APPROVED
1002168,1045,Comercio_1045,G4761,53421,2025-05-05 20:39:09,BANCOLOMBIA,APPROVED
1002169,1041,Comercio_1041,G4741,96176,2025-07-18 11:20:19,CASH,APPROVED
1002170,1021,Comercio_1021,R9311,65997,2025-07-29 17:51:42,CARD,APPROVED
1002171,1009,Comercio_1009,I5610,30936,2025-06-26 08:44:37,NEQUI,APPROVED
1002172,1008,Comercio_1008,I5610,37011,2025-04-17 18:21:16,PSE,APPROVED
1002173,1002,Comercio_1002,G4711,8679,2025-04-23 18:09:18,CARD,APPROVED
1002174,1018,Comercio_1018,G4773,33608,2025-06-30 09:21:11,CASH,APPROVED
1002175,1030,Comercio_1030,G4791,44541,2025-03-03 14:16:32,PSE,APPROVED
1002176,1044,Comercio_1044,G4741,52076,2025-08-07 03:02:38,CARD,APPROVED
1002177,1008,Comercio_1008,I5610,89430,2025-05-30 00:23:33,,APPROVED
1002178,1048,Comercio_1048,G4761,16296,2025-04-08 05:00:24,PSE,APPROVED
1002179,1045,Comercio_1045,G4761,31072,2025-07-24 23:03:12,BANCOLOMBIA,APPROVED
1002180,1030,Comercio_1030,G4791,28863,2025-04-07 19:33:40,BANCOLOMBIA,APPROVED
1002181,1028,Comercio_1028,S9602,18644,2025-04-07 05:36:28,PSE,APPROVED
1002182,1039,Comercio_1039,H4922,19798,2025-07-23 05:17:48,CARD,APPROVED
1002183,1000,Comercio_1000,G4711,25584,2025-04-02 15:22:49,CASH,APPROVED
1002184,1005,Comercio_1005,I5610,36200,2025-08-01 07:10:10,BANCOLOMBIA,APPROVED
1002185,1001,Comercio_1001,G4711,54153,2025-07-01 00:46:16,BANCOLOMBIA,DECLINED
1002186,1016,Comercio_1016,G4773,52513,2025-03-31 11:33:19,NEQUI,APPROVED
1002187,1013,Comercio_1013,G4751,239096,2025-02-26 04:09:21,PSE,DECLINED
1002188,1009,Comercio_1009,I5610,90514,2025-03-13 15:30:12,NEQUI,APPROVED
1002189,1035,Comercio_1035,H4922,32731,2025-02-15 19:07:37,BANCOLOMBIA,APPROVED
1002190,1046,Comercio_1046,G4761,40103,2025-03-10 01:39:39,CARD,APPROVED
1002191,1038,Comercio_1038,H4922,20133,2025-05-10 06:48:39,CASH,APPROVED
1002192,1033,Comercio_1033,G4791,125597,2025-06-20 16:24:23,NEQUI,APPROVED
1002193,1027,Comercio_1027,S9602,60852,2025-05-06 16:50:45,BANCOLOMBIA,APPROVED
1002194,1007,Comercio_1007,I5610,35796,2025-08-05 02:32:30,,APPROVED
1002195,1049,Comercio_1049,G4761,9485,2025-04-30 01:34:02,CARD,APPROVED
1002196,1018,Comercio_1018,G4773,33128,2025-05-02 19:28:21,CASH,APPROVED
1002197,1015,Comercio_1015,G4773,123799,2025-03-30 13:46:28,NEQUI,APPROVED
1002198,1019,Comercio_1019,G4773,37395,2025-06-09 01:10:06,CASH,APPROVED
1002199,1007,Comercio_1007,I5610,48273,2025-08-10 18:21:12,CARD,APPROVED
1002200,1003,Comercio_1003,G4711,28771,2025-05-21 16:45:20,CASH,APPROVED
1002201,1015,Comercio_1015,G4773,100563,2025-05-03 09:03:35,,APPROVED
1002202,1026,Comercio_1026,S9602,43744,2025-05-26 04:19:11,,APPROVED
1002203,1040,Comercio_1040,G4741,31501,2025-06-03 20:21:12,PSE,APPROVED
1002204,1039,Comercio_1039,H4922,9126,2025-02-23 11:34:46,PSE,APPROVED
1002205,1029,Comercio_1029,S9602,138436,2025-07-21 20:59:21,NEQUI,APPROVED
